# state	expected_P_or_N	fixture_id	provenance_jsonl_line
0000000000000000000000400300000013	N	oracle_01719	1719
0000000000000000000000400300000022	N	oracle_01720	1720
0000000000000000000000401010000023	N	oracle_01721	1721
0000000000000000000000401020000013	N	oracle_01722	1722
0000000000000000000000401020000022	N	oracle_01723	1723
0000000000000000000000402000000023	N	oracle_01724	1724
0000000000000000000000403000000013	N	oracle_01725	1725
0000000000000000000000403000000022	N	oracle_01726	1726
0000000000000000000000420000000023	N	oracle_01727	1727
0000000000000000000000430000000013	N	oracle_01728	1728
0000000000000000000000430000000022	N	oracle_01729	1729
0000000000000000000001000020000044	N	oracle_01730	1730
0000000000000000000001000020000224	N	oracle_01731	1731
0000000000000000000001000200000044	N	oracle_01732	1732
0000000000000000000001000200000224	N	oracle_01733	1733
0000000000000000000001000220000033	N	oracle_01734	1734
0000000000000000000001000220000222	N	oracle_01735	1735
0000000000000000000001000330000022	N	oracle_01736	1736
0000000000000000000001002000000044	N	oracle_01737	1737
0000000000000000000001002000000224	N	oracle_01738	1738
0000000000000000000001002020000033	N	oracle_01739	1739
0000000000000000000001002020000222	N	oracle_01740	1740
0000000000000000000001002200000033	N	oracle_01741	1741
0000000000000000000001002200000222	N	oracle_01742	1742
0000000000000000000001003030000022	N	oracle_01743	1743
0000000000000000000001003300000022	N	oracle_01744	1744
0000000000000000000001020000000044	N	oracle_01745	1745
0000000000000000000001020000000224	N	oracle_01746	1746
0000000000000000000001020020000033	N	oracle_01747	1747
0000000000000000000001020020000222	N	oracle_01748	1748
0000000000000000000001020200000033	N	oracle_01749	1749
0000000000000000000001020200000222	N	oracle_01750	1750
0000000000000000000001020220000022	N	oracle_01751	1751
0000000000000000000001022000000033	N	oracle_01752	1752
0000000000000000000001022000000222	N	oracle_01753	1753
0000000000000000000001022020000022	N	oracle_01754	1754
0000000000000000000001030030000022	N	oracle_01755	1755
0000000000000000000001030300000022	N	oracle_01756	1756
0000000000000000000001033000000022	N	oracle_01757	1757
0000000000000000000001100200000223	N	oracle_01758	1758
0000000000000000000001100210000024	N	oracle_01759	1759
0000000000000000000001101020000033	N	oracle_01760	1760
0000000000000000000001102000000223	N	oracle_01761	1761
0000000000000000000001102010000033	N	oracle_01762	1762
0000000000000000000001102020000023	N	oracle_01763	1763
0000000000000000000001102200000023	N	oracle_01764	1764
0000000000000000000001112000000033	N	oracle_01765	1765
0000000000000000000001120000000223	N	oracle_01766	1766
0000000000000000000001120010000024	N	oracle_01767	1767
0000000000000000000001120020000023	N	oracle_01768	1768
0000000000000000000001120200000023	N	oracle_01769	1769
0000000000000000000001121000000033	N	oracle_01770	1770
0000000000000000000001200020000033	N	oracle_01771	1771
0000000000000000000001200020000222	N	oracle_01772	1772
0000000000000000000001200030000023	N	oracle_01773	1773
0000000000000000000001200100000223	N	oracle_01774	1774
0000000000000000000001200110000024	N	oracle_01775	1775
0000000000000000000001200200000024	N	oracle_01776	1776
0000000000000000000001200200000033	N	oracle_01777	1777
0000000000000000000001200200000123	N	oracle_01778	1778
0000000000000000000001200200000222	N	oracle_01779	1779
0000000000000000000001200210000014	N	oracle_01780	1780
0000000000000000000001200210000023	N	oracle_01781	1781
0000000000000000000001200220000022	N	oracle_01782	1782
0000000000000000000001200300000023	N	oracle_01783	1783
0000000000000000000001201000000223	N	oracle_01784	1784
0000000000000000000001201200000023	N	oracle_01785	1785
0000000000000000000001202000000024	N	oracle_01786	1786
0000000000000000000001202000000033	N	oracle_01787	1787
0000000000000000000001202000000123	N	oracle_01788	1788
0000000000000000000001202000000222	N	oracle_01789	1789
0000000000000000000001202010000023	N	oracle_01790	1790
0000000000000000000001202100000023	N	oracle_01791	1791
0000000000000000000001202200000013	N	oracle_01792	1792
0000000000000000000001202200000022	N	oracle_01793	1793
0000000000000000000001203000000023	N	oracle_01794	1794
0000000000000000000001210020000023	N	oracle_01795	1795
0000000000000000000001210200000023	N	oracle_01796	1796
0000000000000000000001211000000033	N	oracle_01797	1797
0000000000000000000001212000000023	N	oracle_01798	1798
0000000000000000000001220000000033	N	oracle_01799	1799
0000000000000000000001220000000222	N	oracle_01800	1800
0000000000000000000001220010000023	N	oracle_01801	1801
0000000000000000000001220020000013	N	oracle_01802	1802
0000000000000000000001220020000022	N	oracle_01803	1803
0000000000000000000001220100000023	N	oracle_01804	1804
0000000000000000000001220200000013	N	oracle_01805	1805
0000000000000000000001220200000022	N	oracle_01806	1806
0000000000000000000001221000000023	N	oracle_01807	1807
0000000000000000000001222000000022	N	oracle_01808	1808
0000000000000000000001230000000023	N	oracle_01809	1809
0000000000000000000001300020000023	N	oracle_01810	1810
0000000000000000000001300030000013	N	oracle_01811	1811
0000000000000000000001300030000022	N	oracle_01812	1812
0000000000000000000001300200000023	N	oracle_01813	1813
0000000000000000000001300300000013	N	oracle_01814	1814
0000000000000000000001300300000022	N	oracle_01815	1815
0000000000000000000001301000000033	N	oracle_01816	1816
0000000000000000000001302000000023	N	oracle_01817	1817
0000000000000000000001303000000013	N	oracle_01818	1818
0000000000000000000001303000000022	N	oracle_01819	1819
0000000000000000000001320000000023	N	oracle_01820	1820
0000000000000000000001330000000013	N	oracle_01821	1821
0000000000000000000001330000000022	N	oracle_01822	1822
0000000000000000000002000010000044	N	oracle_01823	1823
0000000000000000000002000010000224	N	oracle_01824	1824
0000000000000000000002000020000034	N	oracle_01825	1825
0000000000000000000002000020000133	N	oracle_01826	1826
0000000000000000000002000020000223	N	oracle_01827	1827
0000000000000000000002000020001222	N	oracle_01828	1828
0000000000000000000002000030000033	N	oracle_01829	1829
0000000000000000000002000030000222	N	oracle_01830	1830
0000000000000000000002000040000023	N	oracle_01831	1831
0000000000000000000002000100000044	N	oracle_01832	1832
0000000000000000000002000100000224	N	oracle_01833	1833
0000000000000000000002000120000033	N	oracle_01834	1834
0000000000000000000002000120000222	N	oracle_01835	1835
0000000000000000000002000200000034	N	oracle_01836	1836
0000000000000000000002000200000133	N	oracle_01837	1837
0000000000000000000002000200000223	N	oracle_01838	1838
0000000000000000000002000200001222	N	oracle_01839	1839
0000000000000000000002000210000024	N	oracle_01840	1840
0000000000000000000002000210000033	N	oracle_01841	1841
0000000000000000000002000210000222	N	oracle_01842	1842
0000000000000000000002000220000023	N	oracle_01843	1843
0000000000000000000002000220000122	N	oracle_01844	1844
0000000000000000000002000230000022	N	oracle_01845	1845
0000000000000000000002000300000033	N	oracle_01846	1846
0000000000000000000002000300000222	N	oracle_01847	1847
0000000000000000000002000320000022	N	oracle_01848	1848
0000000000000000000002001000000044	N	oracle_01849	1849
0000000000000000000002001000000224	N	oracle_01850	1850
0000000000000000000002001020000033	N	oracle_01851	1851
0000000000000000000002001020000222	N	oracle_01852	1852
0000000000000000000002001200000033	N	oracle_01853	1853
0000000000000000000002001200000222	N	oracle_01854	1854
0000000000000000000002001220000022	N	oracle_01855	1855
0000000000000000000002002000000034	N	oracle_01856	1856
0000000000000000000002002000000133	N	oracle_01857	1857
0000000000000000000002002000000223	N	oracle_01858	1858
0000000000000000000002002000001222	N	oracle_01859	1859
0000000000000000000002002010000033	N	oracle_01860	1860
0000000000000000000002002010000222	N	oracle_01861	1861
0000000000000000000002002020000023	N	oracle_01862	1862
0000000000000000000002002020000122	N	oracle_01863	1863
0000000000000000000002002030000022	N	oracle_01864	1864
0000000000000000000002002100000033	N	oracle_01865	1865
0000000000000000000002002100000222	N	oracle_01866	1866
0000000000000000000002002120000022	N	oracle_01867	1867
0000000000000000000002002200000023	N	oracle_01868	1868
0000000000000000000002002200000122	N	oracle_01869	1869
0000000000000000000002002210000022	N	oracle_01870	1870
0000000000000000000002002300000022	N	oracle_01871	1871
0000000000000000000002003000000033	N	oracle_01872	1872
0000000000000000000002003000000222	N	oracle_01873	1873
0000000000000000000002003020000022	N	oracle_01874	1874
0000000000000000000002003200000022	N	oracle_01875	1875
0000000000000000000002010020000033	N	oracle_01876	1876
0000000000000000000002010020000222	N	oracle_01877	1877
0000000000000000000002010200000033	N	oracle_01878	1878
0000000000000000000002010200000222	N	oracle_01879	1879
0000000000000000000002010220000022	N	oracle_01880	1880
0000000000000000000002012000000033	N	oracle_01881	1881
0000000000000000000002012000000222	N	oracle_01882	1882
0000000000000000000002012020000022	N	oracle_01883	1883
0000000000000000000002012200000022	N	oracle_01884	1884
0000000000000000000002020000000034	N	oracle_01885	1885
0000000000000000000002020000000133	N	oracle_01886	1886
0000000000000000000002020000000223	N	oracle_01887	1887
0000000000000000000002020000001222	N	oracle_01888	1888
0000000000000000000002020010000024	N	oracle_01889	1889
0000000000000000000002020010000033	N	oracle_01890	1890
0000000000000000000002020010000222	N	oracle_01891	1891
0000000000000000000002020020000023	N	oracle_01892	1892
0000000000000000000002020020000122	N	oracle_01893	1893
0000000000000000000002020030000022	N	oracle_01894	1894
0000000000000000000002020100000033	N	oracle_01895	1895
0000000000000000000002020100000222	N	oracle_01896	1896
0000000000000000000002020120000022	N	oracle_01897	1897
0000000000000000000002020200000023	N	oracle_01898	1898
0000000000000000000002020200000122	N	oracle_01899	1899
0000000000000000000002020210000022	N	oracle_01900	1900
0000000000000000000002020300000022	N	oracle_01901	1901
0000000000000000000002021000000033	N	oracle_01902	1902
0000000000000000000002021000000222	N	oracle_01903	1903
0000000000000000000002021020000022	N	oracle_01904	1904
0000000000000000000002021200000022	N	oracle_01905	1905
0000000000000000000002022000000023	N	oracle_01906	1906
0000000000000000000002022000000122	N	oracle_01907	1907
0000000000000000000002022010000022	N	oracle_01908	1908
0000000000000000000002022100000022	N	oracle_01909	1909
0000000000000000000002023000000022	N	oracle_01910	1910
0000000000000000000002030000000033	N	oracle_01911	1911
0000000000000000000002030000000222	N	oracle_01912	1912
0000000000000000000002030020000022	N	oracle_01913	1913
0000000000000000000002030200000022	N	oracle_01914	1914
0000000000000000000002032000000022	N	oracle_01915	1915
0000000000000000000002033000000012	N	oracle_01916	1916
0000000000000000000002040000000023	N	oracle_01917	1917
0000000000000000000002100020000033	N	oracle_01918	1918
0000000000000000000002100020000222	N	oracle_01919	1919
0000000000000000000002100030000023	N	oracle_01920	1920
0000000000000000000002100100000223	N	oracle_01921	1921
0000000000000000000002100110000024	N	oracle_01922	1922
0000000000000000000002100200000024	N	oracle_01923	1923
0000000000000000000002100200000033	N	oracle_01924	1924
0000000000000000000002100200000123	N	oracle_01925	1925
0000000000000000000002100200000222	N	oracle_01926	1926
0000000000000000000002100210000014	N	oracle_01927	1927
0000000000000000000002100210000023	N	oracle_01928	1928
0000000000000000000002100220000022	N	oracle_01929	1929
0000000000000000000002100300000023	N	oracle_01930	1930
0000000000000000000002101000000223	N	oracle_01931	1931
0000000000000000000002101200000023	N	oracle_01932	1932
0000000000000000000002102000000024	N	oracle_01933	1933
0000000000000000000002102000000033	N	oracle_01934	1934
0000000000000000000002102000000123	N	oracle_01935	1935
0000000000000000000002102000000222	N	oracle_01936	1936
0000000000000000000002102020000022	N	oracle_01937	1937
0000000000000000000002102100000023	N	oracle_01938	1938
0000000000000000000002102200000013	N	oracle_01939	1939
0000000000000000000002102200000022	N	oracle_01940	1940
0000000000000000000002103000000023	N	oracle_01941	1941
0000000000000000000002110010000024	N	oracle_01942	1942
0000000000000000000002110200000023	N	oracle_01943	1943
0000000000000000000002111000000033	N	oracle_01944	1944
0000000000000000000002112000000023	N	oracle_01945	1945
0000000000000000000002120000000024	N	oracle_01946	1946
0000000000000000000002120000000033	N	oracle_01947	1947
0000000000000000000002120000000123	N	oracle_01948	1948
0000000000000000000002120000000222	N	oracle_01949	1949
0000000000000000000002120010000014	N	oracle_01950	1950
0000000000000000000002120010000023	N	oracle_01951	1951
0000000000000000000002120020000022	N	oracle_01952	1952
0000000000000000000002120100000023	N	oracle_01953	1953
0000000000000000000002120200000013	N	oracle_01954	1954
0000000000000000000002120200000022	N	oracle_01955	1955
0000000000000000000002121000000023	N	oracle_01956	1956
0000000000000000000002122000000022	N	oracle_01957	1957
0000000000000000000002130000000023	N	oracle_01958	1958
0000000000000000000002200010000033	N	oracle_01959	1959
0000000000000000000002200010000222	N	oracle_01960	1960
0000000000000000000002200020000023	N	oracle_01961	1961
0000000000000000000002200100000024	N	oracle_01962	1962
0000000000000000000002200100000033	N	oracle_01963	1963
0000000000000000000002200100000123	N	oracle_01964	1964
0000000000000000000002200100000222	N	oracle_01965	1965
0000000000000000000002200200000014	N	oracle_01966	1966
0000000000000000000002200200000023	N	oracle_01967	1967
0000000000000000000002200200000113	N	oracle_01968	1968
0000000000000000000002200200000122	N	oracle_01969	1969
0000000000000000000002201000000024	N	oracle_01970	1970
0000000000000000000002201000000033	N	oracle_01971	1971
0000000000000000000002201000000123	N	oracle_01972	1972
0000000000000000000002201000000222	N	oracle_01973	1973
0000000000000000000002201100000023	N	oracle_01974	1974
0000000000000000000002201200000013	N	oracle_01975	1975
0000000000000000000002201200000022	N	oracle_01976	1976
0000000000000000000002202000000014	N	oracle_01977	1977
0000000000000000000002202000000023	N	oracle_01978	1978
0000000000000000000002202000000113	N	oracle_01979	1979
0000000000000000000002202000000122	N	oracle_01980	1980
0000000000000000000002202100000013	N	oracle_01981	1981
0000000000000000000002202100000022	N	oracle_01982	1982
0000000000000000000002210100000023	N	oracle_01983	1983
0000000000000000000002210200000013	N	oracle_01984	1984
0000000000000000000002210200000022	N	oracle_01985	1985
0000000000000000000002211000000023	N	oracle_01986	1986
0000000000000000000002212000000013	N	oracle_01987	1987
0000000000000000000002212000000022	N	oracle_01988	1988
0000000000000000000002220000000023	N	oracle_01989	1989
0000000000000000000002301000000023	N	oracle_01990	1990
0000000000000000000003000020000033	N	oracle_01991	1991
0000000000000000000003000020000222	N	oracle_01992	1992
0000000000000000000003000030000023	N	oracle_01993	1993
0000000000000000000003000030000122	N	oracle_01994	1994
0000000000000000000003000040000013	N	oracle_01995	1995
0000000000000000000003000040000022	N	oracle_01996	1996
0000000000000000000003000130000022	N	oracle_01997	1997
0000000000000000000003000200000033	N	oracle_01998	1998
0000000000000000000003000200000222	N	oracle_01999	1999
0000000000000000000003000220000022	N	oracle_02000	2000
0000000000000000000003000300000023	N	oracle_02001	2001
0000000000000000000003000300000122	N	oracle_02002	2002
0000000000000000000003000310000022	N	oracle_02003	2003
0000000000000000000003000400000022	N	oracle_02004	2004
0000000000000000000003001030000022	N	oracle_02005	2005
0000000000000000000003001300000022	N	oracle_02006	2006
0000000000000000000003002000000033	N	oracle_02007	2007
0000000000000000000003002000000222	N	oracle_02008	2008
0000000000000000000003002020000022	N	oracle_02009	2009
0000000000000000000003002200000022	N	oracle_02010	2010
0000000000000000000003003000000023	N	oracle_02011	2011
0000000000000000000003003000000122	N	oracle_02012	2012
0000000000000000000003003010000022	N	oracle_02013	2013
0000000000000000000003003100000022	N	oracle_02014	2014
0000000000000000000003004000000022	N	oracle_02015	2015
0000000000000000000003010030000022	N	oracle_02016	2016
0000000000000000000003010300000022	N	oracle_02017	2017
0000000000000000000003013000000022	N	oracle_02018	2018
0000000000000000000003020020000022	N	oracle_02019	2019
0000000000000000000003020200000022	N	oracle_02020	2020
0000000000000000000003021000000023	N	oracle_02021	2021
0000000000000000000003022000000022	N	oracle_02022	2022
0000000000000000000003030000000023	N	oracle_02023	2023
0000000000000000000003030000000122	N	oracle_02024	2024
0000000000000000000003030010000022	N	oracle_02025	2025
0000000000000000000003030100000022	N	oracle_02026	2026
0000000000000000000003031000000022	N	oracle_02027	2027
0000000000000000000003040000000013	N	oracle_02028	2028
0000000000000000000003040000000022	N	oracle_02029	2029
0000000000000000000003100020000023	N	oracle_02030	2030
0000000000000000000003100030000013	N	oracle_02031	2031
0000000000000000000003100030000022	N	oracle_02032	2032
0000000000000000000003100200000023	N	oracle_02033	2033
0000000000000000000003100300000013	N	oracle_02034	2034
0000000000000000000003100300000022	N	oracle_02035	2035
0000000000000000000003102000000023	N	oracle_02036	2036
0000000000000000000003103000000013	N	oracle_02037	2037
0000000000000000000003103000000022	N	oracle_02038	2038
0000000000000000000003111000000023	N	oracle_02039	2039
0000000000000000000003121000000013	N	oracle_02040	2040
0000000000000000000003121000000022	N	oracle_02041	2041
0000000000000000000003130000000013	N	oracle_02042	2042
0000000000000000000003130000000022	N	oracle_02043	2043
0000000000000000000003300010000022	N	oracle_02044	2044
0000000000000000000003300100000022	N	oracle_02045	2045
0000000000000000000003301000000022	N	oracle_02046	2046
0000000000000000000004000020000023	N	oracle_02047	2047
0000000000000000000004000030000013	N	oracle_02048	2048
0000000000000000000004000030000022	N	oracle_02049	2049
0000000000000000000004000200000023	N	oracle_02050	2050
0000000000000000000004000300000013	N	oracle_02051	2051
0000000000000000000004000300000022	N	oracle_02052	2052
0000000000000000000004002000000023	N	oracle_02053	2053
0000000000000000000004003000000013	N	oracle_02054	2054
0000000000000000000004003000000022	N	oracle_02055	2055
0000000000000000000010000020000044	N	oracle_02056	2056
0000000000000000000010000020000224	N	oracle_02057	2057
0000000000000000000010000200000044	N	oracle_02058	2058
0000000000000000000010000200000224	N	oracle_02059	2059
0000000000000000000010000210000223	N	oracle_02060	2060
0000000000000000000010000220000024	N	oracle_02061	2061
0000000000000000000010000220000033	N	oracle_02062	2062
0000000000000000000010000220000222	N	oracle_02063	2063
0000000000000000000010000230000023	N	oracle_02064	2064
0000000000000000000010000310000033	N	oracle_02065	2065
0000000000000000000010000320000023	N	oracle_02066	2066
0000000000000000000010000330000022	N	oracle_02067	2067
0000000000000000000010002000000044	N	oracle_02068	2068
0000000000000000000010002000000224	N	oracle_02069	2069
0000000000000000000010002020000033	N	oracle_02070	2070
0000000000000000000010002020000222	N	oracle_02071	2071
0000000000000000000010002200000033	N	oracle_02072	2072
0000000000000000000010002200000222	N	oracle_02073	2073
0000000000000000000010003030000022	N	oracle_02074	2074
0000000000000000000010003300000022	N	oracle_02075	2075
0000000000000000000010010220000023	N	oracle_02076	2076
0000000000000000000010012020000023	N	oracle_02077	2077
0000000000000000000010012200000023	N	oracle_02078	2078
0000000000000000000010013000000033	N	oracle_02079	2079
0000000000000000000010020020000033	N	oracle_02080	2080
0000000000000000000010020020000222	N	oracle_02081	2081
0000000000000000000010020200000033	N	oracle_02082	2082
0000000000000000000010020200000222	N	oracle_02083	2083
0000000000000000000010020210000023	N	oracle_02084	2084
0000000000000000000010020220000022	N	oracle_02085	2085
0000000000000000000010022000000024	N	oracle_02086	2086
0000000000000000000010022000000033	N	oracle_02087	2087
0000000000000000000010022000000123	N	oracle_02088	2088
0000000000000000000010022000000222	N	oracle_02089	2089
0000000000000000000010022010000023	N	oracle_02090	2090
0000000000000000000010022020000022	N	oracle_02091	2091
0000000000000000000010022100000023	N	oracle_02092	2092
0000000000000000000010023000000023	N	oracle_02093	2093
0000000000000000000010030030000022	N	oracle_02094	2094
0000000000000000000010030300000022	N	oracle_02095	2095
0000000000000000000010033000000022	N	oracle_02096	2096
0000000000000000000010112000000033	N	oracle_02097	2097
0000000000000000000010200020000033	N	oracle_02098	2098
0000000000000000000010200020000222	N	oracle_02099	2099
0000000000000000000010200200000033	N	oracle_02100	2100
0000000000000000000010200200000222	N	oracle_02101	2101
0000000000000000000010200220000022	N	oracle_02102	2102
0000000000000000000010200300000023	N	oracle_02103	2103
0000000000000000000010202000000033	N	oracle_02104	2104
0000000000000000000010202000000222	N	oracle_02105	2105
0000000000000000000010202200000022	N	oracle_02106	2106
0000000000000000000010203000000023	N	oracle_02107	2107
0000000000000000000010210020000023	N	oracle_02108	2108
0000000000000000000010210200000023	N	oracle_02109	2109
0000000000000000000010220010000023	N	oracle_02110	2110
0000000000000000000010220200000022	N	oracle_02111	2111
0000000000000000000010222000000022	N	oracle_02112	2112
0000000000000000000010300030000022	N	oracle_02113	2113
0000000000000000000010300300000022	N	oracle_02114	2114
0000000000000000000010303000000022	N	oracle_02115	2115
0000000000000000000011000220000023	N	oracle_02116	2116
0000000000000000000011002020000023	N	oracle_02117	2117
0000000000000000000011013000000023	N	oracle_02118	2118
0000000000000000000011100300000023	N	oracle_02119	2119
0000000000000000000011102000000033	N	oracle_02120	2120
0000000000000000000011103000000023	N	oracle_02121	2121
0000000000000000000011200100000222	N	oracle_02122	2122
0000000000000000000011200200000023	N	oracle_02123	2123
0000000000000000000011200300000013	N	oracle_02124	2124
0000000000000000000011200300000022	N	oracle_02125	2125
0000000000000000000011202000000023	N	oracle_02126	2126
0000000000000000000011203000000013	N	oracle_02127	2127
0000000000000000000011203000000022	N	oracle_02128	2128
0000000000000000000012000020000033	N	oracle_02129	2129
0000000000000000000012000020000222	N	oracle_02130	2130
0000000000000000000012000200000033	N	oracle_02131	2131
0000000000000000000012000200000222	N	oracle_02132	2132
0000000000000000000012000210000023	N	oracle_02133	2133
0000000000000000000012000220000022	N	oracle_02134	2134
0000000000000000000012002000000024	N	oracle_02135	2135
0000000000000000000012002000000033	N	oracle_02136	2136
0000000000000000000012002000000123	N	oracle_02137	2137
0000000000000000000012002000000222	N	oracle_02138	2138
0000000000000000000012002020000022	N	oracle_02139	2139
0000000000000000000012002100000023	N	oracle_02140	2140
0000000000000000000012002200000022	N	oracle_02141	2141
0000000000000000000012003000000023	N	oracle_02142	2142
0000000000000000000012020020000022	N	oracle_02143	2143
0000000000000000000012020200000022	N	oracle_02144	2144
0000000000000000000012022000000022	N	oracle_02145	2145
0000000000000000000012100100000222	N	oracle_02146	2146
0000000000000000000012100200000023	N	oracle_02147	2147
0000000000000000000012200100000122	N	oracle_02148	2148
0000000000000000000013000010000033	N	oracle_02149	2149
0000000000000000000013000020000023	N	oracle_02150	2150
0000000000000000000013000030000022	N	oracle_02151	2151
0000000000000000000013000300000022	N	oracle_02152	2152
0000000000000000000013003000000022	N	oracle_02153	2153
0000000000000000000020000010000044	N	oracle_02154	2154
0000000000000000000020000010000224	N	oracle_02155	2155
0000000000000000000020000020000034	N	oracle_02156	2156
0000000000000000000020000020000133	N	oracle_02157	2157
0000000000000000000020000020000223	N	oracle_02158	2158
0000000000000000000020000020001222	N	oracle_02159	2159
0000000000000000000020000030000033	N	oracle_02160	2160
0000000000000000000020000030000222	N	oracle_02161	2161
0000000000000000000020000040000023	N	oracle_02162	2162
0000000000000000000020000100000044	N	oracle_02163	2163
0000000000000000000020000100000224	N	oracle_02164	2164
0000000000000000000020000110000223	N	oracle_02165	2165
0000000000000000000020000120000024	N	oracle_02166	2166
0000000000000000000020000120000033	N	oracle_02167	2167
0000000000000000000020000120000222	N	oracle_02168	2168
0000000000000000000020000130000023	N	oracle_02169	2169
0000000000000000000020000200000034	N	oracle_02170	2170
0000000000000000000020000200000133	N	oracle_02171	2171
0000000000000000000020000200000223	N	oracle_02172	2172
0000000000000000000020000200001222	N	oracle_02173	2173
0000000000000000000020000210000024	N	oracle_02174	2174
0000000000000000000020000210000033	N	oracle_02175	2175
0000000000000000000020000210000123	N	oracle_02176	2176
0000000000000000000020000210000222	N	oracle_02177	2177
0000000000000000000020000220000014	N	oracle_02178	2178
0000000000000000000020000220000023	N	oracle_02179	2179
0000000000000000000020000230000013	N	oracle_02180	2180
0000000000000000000020000230000022	N	oracle_02181	2181
0000000000000000000020000300000033	N	oracle_02182	2182
0000000000000000000020000300000222	N	oracle_02183	2183
0000000000000000000020000310000023	N	oracle_02184	2184
0000000000000000000020000320000022	N	oracle_02185	2185
0000000000000000000020000400000023	N	oracle_02186	2186
0000000000000000000020001020000033	N	oracle_02187	2187
0000000000000000000020001020000222	N	oracle_02188	2188
0000000000000000000020001200000033	N	oracle_02189	2189
0000000000000000000020001200000222	N	oracle_02190	2190
0000000000000000000020001220000022	P	oracle_02191	2191
0000000000000000000020002000000034	N	oracle_02192	2192
0000000000000000000020002000000133	N	oracle_02193	2193
0000000000000000000020002000000223	N	oracle_02194	2194
0000000000000000000020002000001222	N	oracle_02195	2195
0000000000000000000020002010000033	N	oracle_02196	2196
0000000000000000000020002010000222	N	oracle_02197	2197
0000000000000000000020002020000023	N	oracle_02198	2198
0000000000000000000020002020000122	N	oracle_02199	2199
0000000000000000000020002030000022	N	oracle_02200	2200
0000000000000000000020002100000033	N	oracle_02201	2201
0000000000000000000020002100000222	N	oracle_02202	2202
0000000000000000000020002120000022	N	oracle_02203	2203
0000000000000000000020002200000023	N	oracle_02204	2204
0000000000000000000020002200000122	N	oracle_02205	2205
0000000000000000000020002210000022	N	oracle_02206	2206
0000000000000000000020002300000022	N	oracle_02207	2207
0000000000000000000020003000000033	N	oracle_02208	2208
0000000000000000000020003000000222	N	oracle_02209	2209
0000000000000000000020003020000022	N	oracle_02210	2210
0000000000000000000020003200000022	N	oracle_02211	2211
0000000000000000000020010020000033	N	oracle_02212	2212
0000000000000000000020010020000222	N	oracle_02213	2213
0000000000000000000020010120000023	N	oracle_02214	2214
0000000000000000000020010200000033	N	oracle_02215	2215
0000000000000000000020010200000222	N	oracle_02216	2216
0000000000000000000020010210000023	N	oracle_02217	2217
0000000000000000000020010220000013	N	oracle_02218	2218
0000000000000000000020010220000022	N	oracle_02219	2219
0000000000000000000020011020000023	N	oracle_02220	2220
0000000000000000000020011200000023	N	oracle_02221	2221
0000000000000000000020012000000024	N	oracle_02222	2222
0000000000000000000020012000000033	N	oracle_02223	2223
0000000000000000000020012000000123	N	oracle_02224	2224
0000000000000000000020012000000222	N	oracle_02225	2225
0000000000000000000020012010000023	N	oracle_02226	2226
0000000000000000000020012020000013	N	oracle_02227	2227
0000000000000000000020012020000022	N	oracle_02228	2228
0000000000000000000020012100000023	N	oracle_02229	2229
0000000000000000000020012200000013	N	oracle_02230	2230
0000000000000000000020012200000022	N	oracle_02231	2231
0000000000000000000020013000000023	N	oracle_02232	2232
0000000000000000000020020010000033	N	oracle_02233	2233
0000000000000000000020020010000222	N	oracle_02234	2234
0000000000000000000020020020000023	N	oracle_02235	2235
0000000000000000000020020020000122	N	oracle_02236	2236
0000000000000000000020020030000022	N	oracle_02237	2237
0000000000000000000020020100000033	N	oracle_02238	2238
0000000000000000000020020100000222	N	oracle_02239	2239
0000000000000000000020020110000023	N	oracle_02240	2240
0000000000000000000020020120000022	N	oracle_02241	2241
0000000000000000000020020200000023	N	oracle_02242	2242
0000000000000000000020020200000122	N	oracle_02243	2243
0000000000000000000020020210000013	N	oracle_02244	2244
0000000000000000000020020210000022	N	oracle_02245	2245
0000000000000000000020020300000022	N	oracle_02246	2246
0000000000000000000020021010000023	N	oracle_02247	2247
0000000000000000000020021020000022	N	oracle_02248	2248
0000000000000000000020021100000023	N	oracle_02249	2249
0000000000000000000020021200000022	N	oracle_02250	2250
0000000000000000000020022000000014	N	oracle_02251	2251
0000000000000000000020022000000023	N	oracle_02252	2252
0000000000000000000020022000000113	N	oracle_02253	2253
0000000000000000000020022000000122	N	oracle_02254	2254
0000000000000000000020022010000013	N	oracle_02255	2255
0000000000000000000020022010000022	N	oracle_02256	2256
0000000000000000000020022100000013	N	oracle_02257	2257
0000000000000000000020022100000022	N	oracle_02258	2258
0000000000000000000020023000000013	N	oracle_02259	2259
0000000000000000000020023000000022	N	oracle_02260	2260
0000000000000000000020030020000022	N	oracle_02261	2261
0000000000000000000020030200000022	N	oracle_02262	2262
0000000000000000000020032000000022	N	oracle_02263	2263
0000000000000000000020033000000012	N	oracle_02264	2264
0000000000000000000020100020000033	N	oracle_02265	2265
0000000000000000000020100020000222	N	oracle_02266	2266
0000000000000000000020100200000033	N	oracle_02267	2267
0000000000000000000020100200000222	N	oracle_02268	2268
0000000000000000000020102000000033	N	oracle_02269	2269
0000000000000000000020102000000222	N	oracle_02270	2270
0000000000000000000020102020000022	N	oracle_02271	2271
0000000000000000000020102200000022	N	oracle_02272	2272
0000000000000000000020110020000023	N	oracle_02273	2273
0000000000000000000020110200000023	N	oracle_02274	2274
0000000000000000000020112000000023	N	oracle_02275	2275
0000000000000000000020120010000023	N	oracle_02276	2276
